pageType,route,surface,text,decision,replacement,reason
download,download,LABEL,가뭄 위험 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,ERA5,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,폭염 위험 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CCKP,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CMIP6,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,홍수·호우 위험 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CCKP,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CMIP6,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,해수면 상승 전망 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,IPCC,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,AR6,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,NASA,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,IPCC,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,생물다양성·기후 위험 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,ND-GAIN,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,기후위험지수 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,기후취약성지수 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,ND-GAIN,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,재해·재난 이력 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,EM-DAT,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,탄소국경조정제도 영향 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CBAM,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,탄소세 도입 효과 전망 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CCDR,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,탄소가격 수준 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,화석연료 의존도 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,물 스트레스 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,FAO,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,AQUASTAT,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,SDG,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,장기 국내총생산 전망 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,IIASA,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,SSP,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,장기 인구 전망 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,IIASA,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,SSP,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,IIASA,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,복합 위험지수 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,EU,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,JRC,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,INFORM,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,취약성지수 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,GDL,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,기후피해의 경제적 비용 선택,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,개도국 전략지도국가녹색기술연구소 · 기후기술 협력 데이터,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,데이터 찾기,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,데이터 지도,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,데이터 다운로드,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,⌕검색Ctrl K,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H1,데이터 이용안내,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,"데이터 범위, 자료기간, 출처, 다운로드 및 지도 이용 시 참고사항을 안내합니다.",KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,제공 범위,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,데이터 상태,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,자료기간,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,결측값,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,다운로드,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,지도 이용,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,BUTTON,용어·약어,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,데이터 제공 범위,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,"현재 베트남 데이터를 제공합니다. 정책·제도, 에너지, 온실가스, 산림·토지, 기후사업·재원, 연구·협력기관 자료를 데이터 항목 단위로 확인할 수 있습니다.",KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,데이터 상태의 의미,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,DT,데이터 제공,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,DT,일부 데이터 제공,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,DT,값이 없는 데이터,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,자료기간의 의미,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,"기준연도는 해당 값이나 목록이 설명하는 시점을 뜻합니다. 여러 해의 값이 있는 데이터는 관측기간을 표시하며, 출처 확인일과 값의 기준연도는 서로 다를 수 있습니다.",KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,결측값 처리원칙,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,"원천에 없는 값은 0으로 임의 대체하지 않습니다. 값이 제공되지 않은 기간·지역·분류는 빈 값 또는 결측으로 구분하고, 해석에 중요한 공백은 각 데이터의 유의사항에 설명합니다.",KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,다운로드 가능 여부,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,"다운로드 가능 표시는 재사용 가능한 공개 파일이 있다는 뜻입니다. 일부 데이터는 이용조건에 따라 화면에서만 제공하며, 실제 입력값이 없는 항목에는 다운로드 자료가 없습니다.",KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,출처·이용조건,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,"각 상세화면에서 제공기관, 공식 원문, 출처표시와 이용조건을 확인할 수 있습니다. 데이터를 재사용할 때에는 해당 항목에 표시된 출처와 이용조건을 함께 확인해 주세요.",KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,지도 이용 시 참고사항,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,지역별 자료는 개편 전 베트남 63개 성·시 경계를 기준으로 연결합니다. 결측 지역을 0으로 표시하지 않습니다. 송전망 위치는 국가 단위 분포 확인용이며 정밀 설계나 시설 경계 판정에는 적합하지 않습니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,최근 업데이트,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,현재 공개된 데이터의 기준일은 2026.08.27입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,H2,용어·약어,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,플랫폼의 개발협력·기후·에너지 용어와 단위를 한국어·영어 명칭과 함께 확인할 수 있습니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,LABEL,용어 검색,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,온도와 온도 변화량을 나타내는 단위입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,유엔 감독 아래 온실가스 감축실적을 발급·이전하는 파리협정의 국제 탄소시장 메커니즘입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,아시아·태평양 지역의 개발사업과 정책을 지원하는 다자개발은행입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,GCF 사업을 제안·관리할 수 있도록 인증된 기관,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,프랑스의 공공 개발금융기관으로 개발협력 사업과 정책금융을 지원합니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,"농업과 산림, 기타 토지이용에서 발생하는 온실가스 배출·흡수를 함께 다루는 부문입니다.",KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,서로 다른 소프트웨어가 정해진 방식으로 데이터와 기능을 주고받는 연결 규칙입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,국가별 수자원과 농업용수 통계를 제공하는 유엔식량농업기구의 국제 정보시스템입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,기후변화의 과학적 근거와 영향·적응·감축 지식을 종합한 기후변화에 관한 정부간 협의체의 평가보고서입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,국제감축·시장 및 비시장 협력을 다루는 조항,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,동남아시아 국가들의 경제·사회·안보 협력을 위한 지역 협력체입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,투자기관이 운용하는 총 자산규모,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,추가 정책이나 조치가 없다고 가정한 기준 시나리오입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,전력을 배터리에 저장했다가 필요한 시점에 공급하는 설비입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,베트남의 기업·인프라·개발금융을 제공하는 상업은행입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,산림·토지이용 기반 감축과 농촌 저탄소 개발 지원,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,민간이 시설을 건설·운영한 뒤 약정 기간 후 공공에 이전하는 사업방식입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,파리협정 투명성체계에 따라 2년마다 제출하는 국가 기후행동 보고서입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,개도국이 온실가스 배출과 기후행동 현황을 2년 주기로 갱신해 제출하던 보고서입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,시작값과 종료값 사이의 연평균 성장속도를 복리 기준으로 환산한 값입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,설비 구축·건설에 필요한 초기 투자비,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,파리협정 제6조의 국제 이전 감축실적을 기록하고 보고하는 유엔기후변화협약 플랫폼입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,수입품의 내재배출량에 탄소비용을 반영하는 국경 조정제도입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,예산사업이 기후변화 대응에 기여하는지 분류·표시해 관련 지출을 추적하는 제도입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,저탄소·기후회복력 정책과 파리협정 이행을 지원하는 유엔환경계획 전문센터입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,기후와 개발 목표을 함께 달성하기 위한 우선과제를 분석한 세계은행 국가보고서입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,가스터빈과 증기터빈을 결합해 연료 이용효율을 높인 발전방식입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,유럽우주국 기후변화 이니셔티브가 위성관측으로 구축한 토지피복 자료입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,세계은행이 국가별 기후관측과 미래전망 데이터를 제공하는 포털입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,배출원의 이산화탄소를 포집해 장기간 저장하는 기술 체계입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,포집한 이산화탄소를 활용하거나 장기간 저장하는 기술 체계입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,강수가 기준 이하인 날이 연속되는 최대 기간,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,교토의정서에 따라 개도국 감축사업의 실적을 탄소배출권으로 인정한 제도입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,에너지전환과 녹색성장 정책을 연구하는 베트남 연구기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,국가·산업·금융시장별 거시경제와 기업 통계를 제공하는 상업 데이터 서비스입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,식량안보와 지속가능한 농업을 연구하는 국제 연구기관 연합입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,위성관측을 이용해 토지피복·식생·물순환 등 전지구 육상 정보를 제공하는 서비스입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,이산화탄소보다 온난화 영향이 큰 주요 온실가스입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,개발은행을 통해 청정기술·기후회복력 투자를 지원,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,다수 기후모델의 과거 재현과 미래 전망을 비교하는 국제 기후모델 프로젝트입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,화석연료 연소와 토지이용 변화 등에서 배출되는 대표적인 온실가스입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,이산화탄소를 주입해 유전의 원유 회수율을 높이는 기술입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,여러 온실가스의 온난화 영향을 같은 양의 이산화탄소로 환산한 값입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,1년 동안의 온실가스 배출·감축량을 이산화탄소환산량으로 나타낸 단위입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,유엔기후변화협약 당사국들이 기후정책과 이행을 논의하는 총회입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,기후 관련 공공지출과 제도·예산 체계를 분석하는 평가 방법입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,공공부문의 부패 인식 수준을 0~100점으로 나타내며 점수가 높을수록 청렴하다고 평가되는 지수입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,경제성장과 빈곤감소를 지원하는 국가의 정책·제도 여건을 평가한 지수입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,재난의 발생과 인명·경제 피해를 연구하고 국제 재난자료를 관리하는 연구기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,천연자원 관리와 환경·지속가능발전을 연구하는 베트남 연구기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,극한기상으로 인한 인명·경제 피해를 국가별로 비교하는 지수입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,OECD DAC이 개발협력 활동을 건별·분야별로 집계하는 통계 체계입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,영국 이스트앵글리아대학교에서 장기 기후 관측자료와 분석자료를 제공하는 연구기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,베트남에서 지역사회 참여와 사회·환경 분야의 지속가능한 발전을 지원하는 시민사회 연구기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,표 형태의 데이터를 쉼표로 구분해 저장하는 텍스트 파일 형식입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,개도국이 요청하는 기후기술 지원을 연결하는 UNFCCC 기술메커니즘 실행기구입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,개도국의 저탄소 기술 보급과 에너지전환 투자를 지원하는 기후투자기금입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,강수가 기준 이상인 날이 연속되는 최대 기간,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,각 격자의 물이 경사가 가장 급한 인접 8방향 중 하나로 흐른다고 표현하는 수문 공간모형입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,OECD 내에서 공적개발원조의 기준과 통계를 다루는 위원회입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,국제기후기금의 재원에 국가가 직접 접근하도록 인증받은 국가·지역 기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,조기사망과 질병·장애로 잃은 건강수명을 합산한 보건지표입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,덴마크 정부의 국제개발협력 정책과 사업을 담당하는 기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,베트남의 기후변화 정책과 국제 기후협약 이행을 담당하는 정부 조직입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,덴마크와 협력국의 에너지전환·에너지효율 정책 협력을 지원하는 프로그램입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,개발성과와 민간투자를 촉진하는 공공·준공공 금융기관,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,국가별 탄소시장·메커니즘 승인 관련 공식 기관,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,태양광 중 직접 도달하는 복사량,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,논문·보고서 등 디지털 자료를 지속적으로 식별하고 연결하는 고유 식별자입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,재난의 노출·취약성·피해를 줄이기 위한 정책과 활동입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,에너지·환경·공학 연구와 공개 풍력자료 등에 참여하는 덴마크의 공과대학교입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,아프리카와 아시아의 지속가능한 인프라 사업에 장기 금융을 제공하는 기금입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,회원국과 국제사회에 수치예보와 기후 재분석자료를 제공하는 정부 간 기상기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,개도국의 경제·사회 인프라 개발을 양허성 차관으로 지원하는 한국의 기금입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,유럽연합 공동연구센터가 국가·부문별 온실가스와 대기오염물질 배출량을 제공하는 데이터베이스입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,유럽연합의 외교·안보 정책과 대외 협력을 지원하는 기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,유럽 국가 간 자유무역과 경제협력을 위한 정부 간 기구입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,에너지 산업의 전문지식·통계·표준과 교육을 제공하는 국제 전문기관입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,사업 시행 전 환경영향을 조사·예측·평가하는 절차,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,10의 18제곱 줄에 해당하는 대규모 에너지량 단위입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,세계 재난의 발생과 인명·경제 피해를 기록하는 국제 재난 데이터베이스입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,위성자료를 이용해 홍수·산불·재난위험의 지도와 조기경보 정보를 제공하는 유럽 서비스입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,인프라 사업의 설계·조달·시공을 통합 수행하는 계약·역량,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,좌표참조체계와 좌표변환 방법을 고유 코드로 식별하는 국제 등록체계입니다.,KEEP,,states the data and its reading in reader-facing Korean
guide,guide,P,관측자료와 수치예보모델을 결합해 과거 대기·육상 상태를 일관되게 재구성한 기후자료입니다.,KEEP,,states the data and its reading in reader-facing Korean
