token,locations,glossaryMatched,category,englishName,koreanName,tooltipRendered,approved,approvalReason,unwrappedLocations,unwrappedExamples
NASA,guide,true,organisation,Socioeconomic Data and Applications Center,사회경제 데이터·응용센터,true,true,registered public glossary term,,
NAZCA,detail:C-008 | finder | guide,true,organisation,Non-State Actor Zone for Climate Action,비국가행위자 기후행동 포털,true,true,registered public glossary term,,
NCCS,detail:C-004 | guide,true,climate-policy,National Climate Change Strategy,국가기후변화전략,true,true,registered public glossary term,,
NCEI,detail:B-012 | guide,true,organisation,National Centers for Environmental Information,미국 국립환경정보센터,true,true,registered public glossary term,,
NCP,detail:D-013 | guide,true,economy,Natural Capital Protection,자연자본 보호,true,true,registered public glossary term,,
ND-CP,detail:B-015 | detail:E-007,false,official-project/document-code,,,false,true,ND-CP는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
ND-GAIN,detail:B-009 | detail:B-011 | download | guide,true,climate-risk,Notre Dame Global Adaptation Initiative Index,ND-GAIN 기후취약성·준비도 지수,true,true,registered public glossary term,,
NDA,detail:E-003 | guide,true,energy-technology,National Designated Authority,GCF 국가 지정기관,true,true,registered public glossary term,,
NDC,detail:A-013 | detail:C-001 | detail:E-015 | download | finder | guide | home,true,climate-policy,Nationally Determined Contribution,국가결정기여,true,true,registered public glossary term,,finder: NDC (국가 온실가스 감축 목표) | detail:A-013: NDC와 지속가능발전목표 연계 항목별 현황 | detail:C-001: NDC (국가 온실가스 감축 목표) | detail:C-001: 국가 온실가스 감축목표(NDC) 항목별 현황 | detail:E-015: NDC 파트너십 참여 항목별 현황
NDE,detail:E-001 | guide,true,energy-technology,National Designated Entity,CTCN 국가 지정기구,true,true,registered public glossary term,,
NE,detail:B-026,false,public-geographic/document-fragment,,,false,true,NE는 공개 원문의 방향·행정단위·문서 구분 표기입니다. 사용자 문맥에 이미 풀어쓴 설명이 있어 원문 식별 표기를 유지합니다.,,
NGO,detail:E-001 | detail:E-005 | guide,true,organisation,Non-Governmental Organization,비정부기구,true,true,registered public glossary term,,
NIGT,detail:E-016 | detail:E-017 | detail:E-020 | download | guide,true,organisation,National Institute of Green Technology,국가녹색기술연구소,true,true,registered public glossary term,,
NMA,detail:C-007 | detail:C-008 | download | guide,true,climate-policy,Non-Market Approach,비시장접근법,true,true,registered public glossary term,,
NOAA,detail:B-012 | guide,true,organisation,National Oceanic and Atmospheric Administration,미국 해양대기청,true,true,registered public glossary term,,
NPV,guide,true,economy,Net Present Value,순현재가치,true,true,registered public glossary term,,
NSO,detail:E-012 | guide,true,organisation,National Statistics Office of Viet Nam,베트남 국가통계국,true,true,registered public glossary term,,
NW,detail:B-026,false,public-geographic/document-fragment,,,false,true,NW는 공개 원문의 방향·행정단위·문서 구분 표기입니다. 사용자 문맥에 이미 풀어쓴 설명이 있어 원문 식별 표기를 유지합니다.,,
NZP,detail:B-014 | guide,true,climate-policy,Net Zero Pathway,넷제로 경로,true,true,registered public glossary term,,
O&M,guide,true,energy-technology,Operation and Maintenance,운영·유지보수,true,true,registered public glossary term,,
OCHA,detail:B-020 | guide,true,organisation,United Nations Office for the Coordination of Humanitarian Affairs,유엔 인도주의업무조정국,true,true,registered public glossary term,,
ODA,detail:D-011 | detail:D-014 | detail:D-015 | detail:D-016 | detail:D-017 | detail:D-022 | detail:D-023 | detail:E-019 | download | finder | guide | home,true,development-finance,Official Development Assistance,공적개발원조,true,true,registered public glossary term,,detail:D-011: 2024년 개별 공여자를 같은 기준의 ODA 지출액으로 비교합니다. 총계·소계는 순위에 중복 포함하지 않습니다. | detail:D-017: 한국 ODA 사업기획·입찰 항목별 현황
ODA,guide,true,development-finance,Other Official Flows,기타공적자금,true,true,registered public glossary term,,
ODA,guide,true,energy-technology,OECD Rio Marker,리우마커,true,true,registered public glossary term,,
OECD,detail:A-032 | detail:B-018 | detail:D-010 | detail:D-011 | detail:D-014 | detail:D-015 | detail:D-016 | download | guide,true,organisation,Organisation for Economic Co-operation and Development,경제협력개발기구,true,true,registered public glossary term,,
OECD,guide,true,development-finance,Creditor Reporting System,채권자보고시스템,true,true,registered public glossary term,,
OECD,guide,true,development-finance,Development Assistance Committee,개발원조위원회,true,true,registered public glossary term,,
OECD,guide,true,energy-technology,OECD Rio Marker,리우마커,true,true,registered public glossary term,,
OF,detail:B-020,false,uppercase-source-wording,,,false,true,OF는 공개 원문에서 대문자로 적힌 일반 영문 단어 또는 문구입니다. 표기 형태만 대문자일 뿐 약어가 아니므로 용어 풀이 대상에서 제외합니다.,,
OOF,guide,true,development-finance,Other Official Flows,기타공적자금,true,true,registered public glossary term,,
OPEC,detail:B-043 | guide,true,organisation,Organization of the Petroleum Exporting Countries,석유수출국기구,true,true,registered public glossary term,,
OSAC,detail:C-011 | guide,true,organisation,Overseas Security Advisory Council,해외안보자문위원회,true,true,registered public glossary term,,
P103238,detail:D-022,false,official-source-identifier,,,false,true,P103238는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P122667,detail:D-022,false,official-source-identifier,,,false,true,P122667는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P125996,detail:D-022,false,official-source-identifier,,,false,true,P125996는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P127201,detail:D-022,false,official-source-identifier,,,false,true,P127201는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P131775,detail:D-022,false,official-source-identifier,,,false,true,P131775는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P155824,detail:D-022,false,official-source-identifier,,,false,true,P155824는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P169954,detail:D-022,false,official-source-identifier,,,false,true,P169954는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P171006,detail:D-022,false,official-source-identifier,,,false,true,P171006는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P171700,detail:D-022,false,official-source-identifier,,,false,true,P171700는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P173716,detail:D-022,false,official-source-identifier,,,false,true,P173716는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P174157,detail:D-022,false,official-source-identifier,,,false,true,P174157는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
P509666,detail:D-022,false,official-source-identifier,,,false,true,P509666는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
PCP,detail:D-017 | guide,true,energy-technology,Project Concept Paper,사업개념서,true,true,registered public glossary term,,
PCR-GLOBWB2,detail:B-027,false,official-source-identifier,,,false,true,PCR-GLOBWB2는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
PDP8,detail:B-039 | detail:C-016 | detail:C-018 | detail:D-002 | download | guide | home,true,energy-technology,Viet Nam Power Development Plan VIII,베트남 제8차 국가전력개발계획,true,true,registered public glossary term,,
PGVI,detail:B-021 | guide,true,climate-risk,Projected Global Vulnerability Index,전망 사회경제적 취약성지수,true,true,registered public glossary term,,
PIDG,detail:E-006 | download | guide,true,development-finance,Private Infrastructure Development Group,민간인프라개발그룹,true,true,registered public glossary term,,
PM2.5,guide,true,climate-risk,Particulate matter 2.5 micrometres or smaller,초미세먼지,true,true,registered public glossary term,,
PMC,detail:E-008 | download | guide,true,organisation,PubMed Central,펍메드 센트럴,true,true,registered public glossary term,,
PMC,detail:D-017 | guide,true,trade-investment,Project Management Consulting,사업관리용역,true,true,registered public glossary term,,
PMI,detail:C-022 | download | guide,true,development-finance,Partnership for Market Implementation,시장메커니즘 이행 파트너십,true,true,registered public glossary term,,
PMU,detail:D-022 | guide,true,organisation,Project Management Unit,사업관리단,true,true,registered public glossary term,,
POP,detail:B-019 | download,false,public-brand/literal-fragment,,,false,true,POP는 공개된 기관·회사·자료의 상표 또는 원문 명칭 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 주변 공개 명칭과 함께 유지합니다.,,
PPI,detail:D-001 | detail:D-025 | download | guide,true,development-finance,Private Participation in Infrastructure,민간 인프라 참여,true,true,registered public glossary term,,
PPP,detail:C-012 | detail:D-022 | download | finder | guide,true,trade-investment,Public-Private Partnership,민관협력,true,true,registered public glossary term,,detail:C-012: PPP 법제도·조달 체계
PPP,detail:A-004 | detail:A-009 | detail:B-018 | detail:B-021 | guide,true,economy,Purchasing Power Parity,구매력평가,true,true,registered public glossary term,,
PRI,detail:D-026 | guide,true,trade-investment,Political Risk Insurance,정치적 위험보험,true,true,registered public glossary term,,
PV,detail:D-001 | guide,true,energy-technology,Photovoltaic,태양광 발전,true,true,registered public glossary term,,
PV,guide,true,energy-technology,Photovoltaic Power Output,태양광 발전 잠재출력,true,true,registered public glossary term,,
PVN,detail:B-043 | guide,true,organisation,Viet Nam Oil and Gas Group,베트남석유가스그룹,true,true,registered public glossary term,,
PVOUT,detail:B-041 | guide,true,energy-technology,Photovoltaic Power Output,태양광 발전 잠재출력,true,true,registered public glossary term,,
Q1,detail:A-033,false,official-source-identifier,,,false,true,Q1는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
Q2,detail:A-033,false,official-source-identifier,,,false,true,Q2는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
Q3,detail:A-033,false,official-source-identifier,,,false,true,Q3는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
Q4,detail:A-033,false,official-source-identifier,,,false,true,Q4는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
QA/QC,guide,true,energy-technology,Quality Assurance / Quality Control,품질보증·품질관리,true,true,registered public glossary term,,
QCL,detail:B-038 | download,false,official-source-identifier,,,false,true,QCL는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
QCVN,detail:C-010,false,official-project/document-code,,,false,true,QCVN는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
QD,detail:E-007,false,official-project/document-code,,,false,true,QD는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
QH11,detail:C-009 | download,false,official-source-identifier,,,false,true,QH11는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
QH15,detail:C-013 | detail:C-016 | detail:C-017 | download,false,official-source-identifier,,,false,true,QH15는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
QUYEN,detail:D-021,false,public-proper-name/name-fragment,,,false,true,QUYEN는 공개된 회사·시설·지명·인명 등 고유명에 포함된 원문 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 고유명 표기를 유지합니다.,,
R&D,detail:E-010 | detail:E-020 | guide,true,energy-technology,Research and Development,연구개발,true,true,registered public glossary term,,
R20mm,guide,true,climate-risk,Very Heavy Precipitation Days ≥20mm,20mm 이상 강수일수,true,true,registered public glossary term,,
R50mm,guide,true,climate-risk,Heavy Precipitation Days ≥50mm,50mm 이상 강수일수,true,true,registered public glossary term,,
RBP,guide,true,climate-policy,Results-Based Payment,결과기반지급,true,true,registered public glossary term,,
RD,detail:D-017,false,public-geographic/document-fragment,,,false,true,RD는 공개 원문의 방향·행정단위·문서 구분 표기입니다. 사용자 문맥에 이미 풀어쓴 설명이 있어 원문 식별 표기를 유지합니다.,,
RE,detail:C-018 | detail:D-012 | detail:D-024 | guide,true,energy-technology,Renewable Energy,재생에너지,true,true,registered public glossary term,,"detail:D-012: 경쟁국 민간기업의 개도국 진출 현황: 기업명, 국적, 진출 대상국, 기술 분야(RE/효율/폐기물), 프로젝트명, 용량(MW), 투자액(USD), 진출 형태(EPC/투자/라이선스) 항목별 현황"
RECAF,detail:D-020 | detail:D-023,false,public-brand/literal-fragment,,,false,true,RECAF는 공개된 기관·회사·자료의 상표 또는 원문 명칭 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 주변 공개 명칭과 함께 유지합니다.,,
REDD,guide,true,climate-policy,Reducing Emissions from Deforestation and Forest Degradation,산림전용·산림황폐화 배출 감축,true,true,registered public glossary term,,
REDD-plus,detail:D-020 | detail:D-023,true,climate-policy,"Reducing Emissions from Deforestation and Forest Degradation, plus conservation and sustainable forest management",산림전용·산림황폐화 배출 감축 플러스,true,true,registered public glossary term,,
REDD+,detail:C-024 | detail:D-020 | detail:D-023 | detail:E-018 | download | guide,true,climate-policy,"Reducing Emissions from Deforestation and Forest Degradation, plus conservation and sustainable forest management",산림전용·산림황폐화 배출 감축 플러스,true,true,registered public glossary term,,detail:C-024: 산림전용 방지 및 산림보전(REDD+) 항목별 현황
REDD+,guide,true,development-finance,Forest Carbon Partnership Facility,산림탄소파트너십기금,true,true,registered public glossary term,,
REDD+,guide,true,climate-policy,Forest Reference Emission Level,산림 기준배출수준,true,true,registered public glossary term,,
REDD+,guide,true,climate-policy,Results-Based Payment,결과기반지급,true,true,registered public glossary term,,
REDD+,guide,true,climate-policy,Safeguard Information System,세이프가드 정보시스템,true,true,registered public glossary term,,
REO,detail:B-046 | detail:B-047 | guide,true,unit,Rare Earth Oxides,희토류 산화물,true,true,registered public glossary term,,
RFP,guide,true,energy-technology,Request for Proposal,제안요청서,true,true,registered public glossary term,,
RFS,detail:B-009 | guide,true,climate-risk,WWF Risk Filter Suite,WWF 위험 필터 도구모음,true,true,registered public glossary term,,
Rio Marker,guide,true,energy-technology,OECD Rio Marker,리우마커,true,true,registered public glossary term,,
RISK,detail:B-020,false,uppercase-source-wording,,,false,true,RISK는 공개 원문에서 대문자로 적힌 일반 영문 단어 또는 문구입니다. 표기 형태만 대문자일 뿐 약어가 아니므로 용어 풀이 대상에서 제외합니다.,,
RL,detail:B-029 | detail:B-030 | detail:B-035 | detail:B-036 | download,false,official-source-identifier,,,false,true,RL는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
RMIT,detail:D-024 | download | guide,true,organisation,Royal Melbourne Institute of Technology,RMIT 대학교,true,true,registered public glossary term,,
RPS,detail:C-017 | guide,true,energy-technology,Renewable Portfolio Standard,신재생에너지 공급의무제,true,true,registered public glossary term,,
RX1day,guide,true,climate-risk,Maximum 1-day Precipitation,연 최대 1일 강수량,true,true,registered public glossary term,,
RX5day,guide,true,climate-risk,Maximum Consecutive 5-day Precipitation,연 최대 연속 5일 강수량,true,true,registered public glossary term,,
SAIDI,guide,true,energy-technology,System Average Interruption Duration Index,고객 평균 정전시간 지수,true,true,registered public glossary term,,
SAIFI,guide,true,energy-technology,System Average Interruption Frequency Index,고객 평균 정전횟수 지수,true,true,registered public glossary term,,
SDG,detail:A-001 | detail:A-002 | detail:A-003 | detail:A-004 | detail:A-005 | detail:A-006 | detail:A-007 | detail:A-008 | detail:A-009 | detail:A-010 | detail:A-011 | detail:A-012 | detail:A-013 | detail:A-014 | detail:A-015 | detail:B-017 | detail:B-024 | download | finder | guide,true,climate-policy,Sustainable Development Goals,지속가능발전목표,true,true,registered public glossary term,,detail:A-013: SDG | detail:A-014: SDG | detail:A-015: SDG | detail:B-024: 서비스 (SDG 6.4.1) | detail:B-024: 산업 (SDG 6.4.1) | detail:B-024: 전체 (SDG 6.4.1)
SDG1,detail:A-013 | detail:A-015,true,climate-policy,Sustainable Development Goal 1,지속가능발전목표 1 · 빈곤 종식,true,true,registered public glossary term,,
SDG10,detail:A-013,true,climate-policy,Sustainable Development Goal 10,지속가능발전목표 10 · 불평등 감소,true,true,registered public glossary term,,
SDG11,detail:A-013,true,climate-policy,Sustainable Development Goal 11,지속가능발전목표 11 · 지속가능한 도시와 공동체,true,true,registered public glossary term,,
SDG12,detail:A-013,true,climate-policy,Sustainable Development Goal 12,지속가능발전목표 12 · 책임 있는 소비와 생산,true,true,registered public glossary term,,
SDG13,detail:A-013,true,climate-policy,Sustainable Development Goal 13,지속가능발전목표 13 · 기후행동,true,true,registered public glossary term,,
SDG14,detail:A-013,true,climate-policy,Sustainable Development Goal 14,지속가능발전목표 14 · 해양생태계 보전,true,true,registered public glossary term,,
SDG15,detail:A-013,true,climate-policy,Sustainable Development Goal 15,지속가능발전목표 15 · 육상생태계 보전,true,true,registered public glossary term,,
SDG16,detail:A-013,true,climate-policy,Sustainable Development Goal 16,지속가능발전목표 16 · 평화·정의·제도,true,true,registered public glossary term,,
SDG17,detail:A-013,true,climate-policy,Sustainable Development Goal 17,지속가능발전목표 17 · 목표를 위한 파트너십,true,true,registered public glossary term,,
SDG2,detail:A-013,true,climate-policy,Sustainable Development Goal 2,지속가능발전목표 2 · 기아 종식,true,true,registered public glossary term,,
SDG3,detail:A-013,true,climate-policy,Sustainable Development Goal 3,지속가능발전목표 3 · 건강과 웰빙,true,true,registered public glossary term,,
SDG4,detail:A-013,true,climate-policy,Sustainable Development Goal 4,지속가능발전목표 4 · 양질의 교육,true,true,registered public glossary term,,
SDG5,detail:A-013,true,climate-policy,Sustainable Development Goal 5,지속가능발전목표 5 · 성평등,true,true,registered public glossary term,,
SDG6,detail:A-013,true,climate-policy,Sustainable Development Goal 6,지속가능발전목표 6 · 깨끗한 물과 위생,true,true,registered public glossary term,,
SDG7,detail:A-013,true,climate-policy,Sustainable Development Goal 7,지속가능발전목표 7 · 깨끗하고 저렴한 에너지,true,true,registered public glossary term,,
SDG8,detail:A-013,true,climate-policy,Sustainable Development Goal 8,지속가능발전목표 8 · 양질의 일자리와 경제성장,true,true,registered public glossary term,,
SDG9,detail:A-013,true,climate-policy,Sustainable Development Goal 9,지속가능발전목표 9 · 산업·혁신·인프라,true,true,registered public glossary term,,
SDSN,detail:A-014 | detail:A-015 | download | guide,true,organisation,Sustainable Development Solutions Network,지속가능발전해법네트워크,true,true,registered public glossary term,,
SE,detail:B-026,false,public-geographic/document-fragment,,,false,true,SE는 공개 원문의 방향·행정단위·문서 구분 표기입니다. 사용자 문맥에 이미 풀어쓴 설명이 있어 원문 식별 표기를 유지합니다.,,
SEDAC,detail:B-012 | guide,true,organisation,Socioeconomic Data and Applications Center,사회경제 데이터·응용센터,true,true,registered public glossary term,,
SFM,guide,true,climate-policy,Sustainable Forest Management,지속가능한 산림경영,true,true,registered public glossary term,,
SIS,guide,true,climate-policy,Safeguard Information System,세이프가드 정보시스템,true,true,registered public glossary term,,
SK,detail:E-018,false,public-brand/literal-fragment,,,false,true,SK는 공개된 기관·회사·자료의 상표 또는 원문 명칭 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 주변 공개 명칭과 함께 유지합니다.,,
SME,guide,true,economy,Small and Medium-sized Enterprise,중소기업,true,true,registered public glossary term,,
SNV,detail:D-019 | guide,true,organisation,SNV Netherlands Development Organisation,네덜란드 개발협력기구 SNV,true,true,registered public glossary term,,
SPEI,detail:B-005 | guide,true,climate-risk,Standardised Precipitation-Evapotranspiration Index,표준강수증발산지수,true,true,registered public glossary term,,
SPEI-12,detail:B-005,true,climate-risk,Standardised Precipitation-Evapotranspiration Index (12-month),12개월 표준강수증발산지수,true,true,registered public glossary term,,
SPEI12,finder | guide,true,climate-risk,Standardised Precipitation-Evapotranspiration Index (12-month),12개월 표준강수증발산지수,true,true,registered public glossary term,,
SPEI12,guide,true,climate-risk,Standardised Precipitation-Evapotranspiration Index,표준강수증발산지수,true,true,registered public glossary term,,
SPEI3,guide,true,climate-risk,Standardised Precipitation-Evapotranspiration Index,표준강수증발산지수,true,true,registered public glossary term,,
SPEI6,guide,true,climate-risk,Standardised Precipitation-Evapotranspiration Index,표준강수증발산지수,true,true,registered public glossary term,,
SPI,guide,true,climate-risk,Standardised Precipitation Index,표준강수지수,true,true,registered public glossary term,,
SQ,detail:D-016,false,public-brand/literal-fragment,,,false,true,SQ는 공개된 기관·회사·자료의 상표 또는 원문 명칭 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 주변 공개 명칭과 함께 유지합니다.,,
SSC,detail:C-019 | guide,true,organisation,State Securities Commission of Viet Nam,베트남 국가증권위원회,true,true,registered public glossary term,,
SSP,detail:B-018 | detail:B-019 | download | guide,true,climate-risk,Shared Socioeconomic Pathways,공통사회경제경로,true,true,registered public glossary term,,detail:B-018: SSP(공유 사회 경제 경로)기반 사회경제적 리스크 | detail:B-019: SSP(공유 사회 경제 경로)기반 사회경제적 리스크
SSP1,detail:B-021,true,climate-risk,Shared Socioeconomic Pathway 1,공통사회경제경로 1,true,true,registered public glossary term,,
SSP1-1.9,detail:B-008,true,climate-risk,Shared Socioeconomic Pathway 1-1.9,공통사회경제경로 1–1.9,true,true,registered public glossary term,,
SSP1-2.6,guide,true,climate-risk,Shared Socioeconomic Pathways,공통사회경제경로,true,true,registered public glossary term,,
SSP2,detail:B-018 | detail:B-021,true,climate-risk,Shared Socioeconomic Pathway 2,공통사회경제경로 2,true,true,registered public glossary term,,
SSP2-4.5,guide,true,climate-risk,Shared Socioeconomic Pathways,공통사회경제경로,true,true,registered public glossary term,,
SSP2-4.5,detail:B-005 | detail:B-006 | detail:B-007 | guide,true,climate-risk,Shared Socioeconomic Pathway 2-4.5,공통사회경제경로 2–4.5,true,true,registered public glossary term,,
SSP3,detail:B-021,true,climate-risk,Shared Socioeconomic Pathway 3,공통사회경제경로 3,true,true,registered public glossary term,,
SSP3-7.0,guide,true,climate-risk,Shared Socioeconomic Pathways,공통사회경제경로,true,true,registered public glossary term,,
SSP5,detail:B-018,true,climate-risk,Shared Socioeconomic Pathway 5,공통사회경제경로 5,true,true,registered public glossary term,,
SSP5-8.5,guide,true,climate-risk,Shared Socioeconomic Pathways,공통사회경제경로,true,true,registered public glossary term,,
SSP5-8.5,detail:B-005 | detail:B-006 | detail:B-007,true,climate-risk,Shared Socioeconomic Pathway 5-8.5,공통사회경제경로 5–8.5,true,true,registered public glossary term,,
STADT,detail:A-025 | download,false,public-brand/literal-fragment,,,false,true,STADT는 공개된 기관·회사·자료의 상표 또는 원문 명칭 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 주변 공개 명칭과 함께 유지합니다.,,
STEM,detail:E-009 | finder | guide,true,economy,"Science, Technology, Engineering and Mathematics",과학·기술·공학·수학,true,true,registered public glossary term,,
SW,detail:B-026,false,public-geographic/document-fragment,,,false,true,SW는 공개 원문의 방향·행정단위·문서 구분 표기입니다. 사용자 문맥에 이미 풀어쓴 설명이 있어 원문 식별 표기를 유지합니다.,,
TAP,detail:C-005 | guide,true,climate-policy,Technology Action Plan,기술실행계획,true,true,registered public glossary term,,
TASK,detail:D-016,false,uppercase-source-wording,,,false,true,TASK는 공개 원문에서 대문자로 적힌 일반 영문 단어 또는 문구입니다. 표기 형태만 대문자일 뿐 약어가 아니므로 용어 풀이 대상에서 제외합니다.,,
tCO₂e,guide,true,unit,Kilotonne of carbon dioxide equivalent,천 톤 이산화탄소환산량,true,true,registered public glossary term,,
tCO₂e,guide,true,unit,Million tonnes of carbon dioxide equivalent,백만 톤 이산화탄소환산량,true,true,registered public glossary term,,
tCO₂e,detail:B-014 | detail:B-015 | detail:C-004 | detail:C-006 | detail:C-008 | detail:C-019 | detail:C-024 | detail:C-025 | detail:D-006 | guide,true,unit,Tonne of carbon dioxide equivalent,톤 이산화탄소환산량,true,true,registered public glossary term,,detail:D-006: 측정값(USD/tCO2e)
tCO2eq,detail:A-009,true,unit,Tonne of carbon dioxide equivalent,톤 이산화탄소환산량,true,true,registered public glossary term,,"detail:A-009: 측정값(tCO2eq/1,000 국제달러)"
TECHCOOP,detail:D-024,false,public-brand/literal-fragment,,,false,true,TECHCOOP는 공개된 기관·회사·자료의 상표 또는 원문 명칭 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 주변 공개 명칭과 함께 유지합니다.,,
TNA,detail:C-005 | guide,true,energy-technology,Technology Needs Assessment,기술수요평가,true,true,registered public glossary term,,detail:C-005: TNA (기술 수요 평가)
TOU,detail:C-022 | detail:C-025 | guide,true,data-format,Terms of Use,이용약관,true,true,registered public glossary term,,
TP,detail:C-016,false,public-geographic/document-fragment,,,false,true,TP는 공개 원문의 방향·행정단위·문서 구분 표기입니다. 사용자 문맥에 이미 풀어쓴 설명이 있어 원문 식별 표기를 유지합니다.,,
TR20,guide,true,climate-risk,Tropical Nights with Tmin ≥ 20°C,최저기온 20°C 이상 열대야 일수,true,true,registered public glossary term,,
TR23,detail:B-006 | guide,true,climate-risk,Tropical nights above 23°C,최저기온 23°C 초과 열대야,true,true,registered public glossary term,,
TR25,guide,true,climate-risk,Tropical Nights with Tmin ≥ 25°C,최저기온 25°C 이상 열대야 일수,true,true,registered public glossary term,,
TRE,detail:D-021,false,public-proper-name/name-fragment,,,false,true,TRE는 공개된 회사·시설·지명·인명 등 고유명에 포함된 원문 조각입니다. 원천에 없는 확장 명칭을 만들지 않고 고유명 표기를 유지합니다.,,
TREND,detail:B-020 | download,false,uppercase-source-wording,,,false,true,TREND는 공개 원문에서 대문자로 적힌 일반 영문 단어 또는 문구입니다. 표기 형태만 대문자일 뿐 약어가 아니므로 용어 풀이 대상에서 제외합니다.,,
TRL,detail:E-011 | guide,true,energy-technology,Technology Readiness Level,기술준비수준,true,true,registered public glossary term,,
TS,detail:B-001 | detail:B-003 | download | finder,false,official-source-identifier,,,false,true,TS는 공개 원천의 사업·법령·자료·기간 식별자입니다. 출처 대조가 가능하도록 원문 코드를 유지하며 의미를 추정해 확장하지 않습니다.,,
TT-BCT,detail:C-018,false,official-project/document-code,,,false,true,TT-BCT는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
TT-BNNMT,detail:C-014 | detail:E-007,false,official-project/document-code,,,false,true,TT-BNNMT는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
TT-BTC,detail:C-014,false,official-project/document-code,,,false,true,TT-BTC는 원천에 기재된 공식 사업·법령·표준·문서 식별 코드입니다. 인용 정확성을 위해 일반 약어로 확장하지 않고 코드 자체를 유지합니다.,,
